ncrna_id,symbol,disease_id,context_id,translational_score,relevance_score,mean_abs_log2fc,sig_rate,de_consistency,mean_tau,log_tpm_disease,label,confidence_tier,task_type,label_source,dataset_id,notes
LNCRNA_4636,LTB,DIS_001,CTX_001,0.1786,0.6276,1.466543,1.0,1.0,0.0,1.01804,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5372,GCK,DIS_001,CTX_001,0.1786,0.6121,1.158774,1.0,1.0,0.0,2.16113,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10399,USP8,DIS_001,CTX_001,0.1786,0.5938,0.795751,1.0,1.0,0.0,3.512276,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3744,ETFDH,DIS_001,CTX_001,0.1786,0.5752,0.428616,1.0,1.0,0.0,4.872109,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0921,S100A10,DIS_001,CTX_001,0.1786,0.5932,0.785414,1.0,1.0,0.0,3.541669,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5174,MPC1,DIS_001,CTX_001,0.1786,0.578,0.485115,1.0,1.0,0.0,4.659043,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5273,TSPAN13,DIS_001,CTX_001,0.1785,0.6013,0.947077,1.0,1.0,0.0,2.936614,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5455,GTF2I,DIS_001,CTX_001,0.1785,0.5949,0.819403,1.0,1.0,0.0,3.411791,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0928,S100A4,DIS_001,CTX_001,0.1785,0.616,1.238573,1.0,1.0,0.0,1.851146,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6293,NSDHL,DIS_001,CTX_001,0.1785,0.5988,0.897386,1.0,1.0,0.0,3.121177,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2807,ACOX2,DIS_001,CTX_001,0.1785,0.5673,0.274538,1.0,1.0,0.0,5.436761,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3776,HPGD,DIS_001,CTX_001,0.1785,0.5768,0.462565,1.0,1.0,0.0,4.735631,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8158,ARHGEF12,DIS_001,CTX_001,0.1785,0.5693,0.313775,1.0,1.0,0.0,5.284952,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12907,KHSRP,DIS_001,CTX_001,0.1785,0.5824,0.575299,1.0,1.0,0.0,4.308031,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8182,SLC37A2,DIS_001,CTX_001,0.1785,0.6095,1.112265,1.0,1.0,0.0,2.305326,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5030,SERINC1,DIS_001,CTX_001,0.1785,0.5668,0.265872,1.0,1.0,0.0,5.454595,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7828,CFL1,DIS_001,CTX_001,0.1784,0.5694,0.318234,1.0,1.0,0.0,5.258718,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13802,DDX3Y,DIS_001,CTX_001,0.1784,0.5996,0.917579,1.0,1.0,0.0,3.027168,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12636,PLTP,DIS_001,CTX_001,0.1784,0.5938,0.801859,1.0,1.0,0.0,3.457244,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9148,RBMS2,DIS_001,CTX_001,0.1784,0.6065,1.053671,1.0,1.0,0.0,2.515626,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1358,PROX1,DIS_001,CTX_001,0.1784,0.5718,0.366631,1.0,1.0,0.0,5.072194,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2994,RAB7A,DIS_001,CTX_001,0.1784,0.57,0.332601,1.0,1.0,0.0,5.192189,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11448,CLDN7,DIS_001,CTX_001,0.1784,0.6182,1.28681,1.0,1.0,0.0,1.639722,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2771,SPCS1,DIS_001,CTX_001,0.1784,0.586,0.64869,1.0,1.0,0.0,4.012705,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3333,MAN2B2,DIS_001,CTX_001,0.1784,0.5781,0.494137,1.0,1.0,0.0,4.585204,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4709,PFDN6,DIS_001,CTX_001,0.1784,0.6105,1.135113,1.0,1.0,0.0,2.198745,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4274,PCDH12,DIS_001,CTX_001,0.1784,0.6053,1.032342,1.0,1.0,0.0,2.581077,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12917,VAV1,DIS_001,CTX_001,0.1784,0.6136,1.196923,1.0,1.0,0.0,1.96778,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4941,CASP8AP2,DIS_001,CTX_001,0.1783,0.6205,1.334717,1.0,1.0,0.0,1.451588,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9233,TMEM19,DIS_001,CTX_001,0.1783,0.6019,0.965492,1.0,1.0,0.0,2.823838,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3810,FRG1,DIS_001,CTX_001,0.1783,0.6085,1.097134,1.0,1.0,0.0,2.329331,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11284,COX4I1,DIS_001,CTX_001,0.1783,0.5673,0.281304,1.0,1.0,0.0,5.36415,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5697,LRRC4,DIS_001,CTX_001,0.1783,0.6209,1.344096,1.0,1.0,0.0,1.404229,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3438,OCIAD2,DIS_001,CTX_001,0.1783,0.5887,0.705987,1.0,1.0,0.0,3.778816,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12703,ATP5F1E,DIS_001,CTX_001,0.1783,0.5762,0.458439,1.0,1.0,0.0,4.700302,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8073,SIK2,DIS_001,CTX_001,0.1783,0.577,0.474113,1.0,1.0,0.0,4.6408,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9366,MMAB,DIS_001,CTX_001,0.1783,0.5816,0.566544,1.0,1.0,0.0,4.293438,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3517,SCARB2,DIS_001,CTX_001,0.1782,0.5642,0.222466,1.0,1.0,0.0,5.570968,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4223,PURA,DIS_001,CTX_001,0.1782,0.5959,0.85135,1.0,1.0,0.0,3.229289,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8235,AKR1C3,DIS_001,CTX_001,0.1782,0.5774,0.483577,1.0,1.0,0.0,4.597739,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5497,ABCB4,DIS_001,CTX_001,0.1782,0.5694,0.324817,1.0,1.0,0.0,5.188547,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3272,RPL35A,DIS_001,CTX_001,0.1782,0.5701,0.339148,1.0,1.0,0.0,5.134585,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3071,PLSCR4,DIS_001,CTX_001,0.1782,0.592,0.775021,1.0,1.0,0.0,3.504681,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12645,SLC13A3,DIS_001,CTX_001,0.1782,0.5915,0.764812,1.0,1.0,0.0,3.541436,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0458,ATP6V0B,DIS_001,CTX_001,0.1782,0.5921,0.777656,1.0,1.0,0.0,3.493484,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5923,PRDX4,DIS_001,CTX_001,0.1782,0.5757,0.452047,1.0,1.0,0.0,4.705382,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6883,TEK,DIS_001,CTX_001,0.1782,0.6009,0.951493,1.0,1.0,0.0,2.846085,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9591,N4BP2L2,DIS_001,CTX_001,0.1782,0.5983,0.900824,1.0,1.0,0.0,3.034658,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6031,PHF8,DIS_001,CTX_001,0.1782,0.5965,0.864302,1.0,1.0,0.0,3.169309,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9759,F10,DIS_001,CTX_001,0.1782,0.5723,0.384619,1.0,1.0,0.0,4.953803,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8133,DDX6,DIS_001,CTX_001,0.1781,0.5824,0.585623,1.0,1.0,0.0,4.200144,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0948,LTAP1,DIS_001,CTX_001,0.1781,0.5722,0.38467,1.0,1.0,0.0,4.947189,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8597,LOXL4,DIS_001,CTX_001,0.1781,0.627,1.469957,1.0,1.0,0.0,0.90692,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7656,MTCH2,DIS_001,CTX_001,0.1781,0.5681,0.302467,1.0,1.0,0.0,5.250479,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0888,ARNT,DIS_001,CTX_001,0.1781,0.581,0.558909,1.0,1.0,0.0,4.293735,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12576,RPN2,DIS_001,CTX_001,0.1781,0.5681,0.30385,1.0,1.0,0.0,5.242964,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1319,PIGR,DIS_001,CTX_001,0.1781,0.5788,0.516682,1.0,1.0,0.0,4.44702,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1876,PLGLB2,DIS_001,CTX_001,0.1781,0.62,1.332323,1.0,1.0,0.0,1.410721,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12807,MKNK2,DIS_001,CTX_001,0.1781,0.5767,0.474033,1.0,1.0,0.0,4.60539,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_14173,USP16,DIS_001,CTX_001,0.1781,0.5967,0.871772,1.0,1.0,0.0,3.122503,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6544,GGH,DIS_001,CTX_001,0.1781,0.584,0.619587,1.0,1.0,0.0,4.060146,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9703,RBM26,DIS_001,CTX_001,0.1781,0.6,0.937122,1.0,1.0,0.0,2.877772,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0815,MAN1A2,DIS_001,CTX_001,0.1781,0.5881,0.702123,1.0,1.0,0.0,3.751665,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2905,CFAP44,DIS_001,CTX_001,0.1781,0.6347,1.626048,1.0,1.0,0.0,0.311392,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6080,MED12,DIS_001,CTX_001,0.1781,0.5997,0.931842,1.0,1.0,0.0,2.895005,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5916,EIF1AX,DIS_001,CTX_001,0.1781,0.5974,0.886227,1.0,1.0,0.0,3.06475,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11342,YWHAE,DIS_001,CTX_001,0.1781,0.5651,0.246246,1.0,1.0,0.0,5.44653,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3673,LARP1B,DIS_001,CTX_001,0.1781,0.5925,0.788589,1.0,1.0,0.0,3.424734,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12650,NCOA3,DIS_001,CTX_001,0.178,0.5956,0.851394,1.0,1.0,0.0,3.190799,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11168,LCAT,DIS_001,CTX_001,0.178,0.5661,0.267444,1.0,1.0,0.0,5.359566,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9167,INHBC,DIS_001,CTX_001,0.178,0.5721,0.386347,1.0,1.0,0.0,4.916362,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4297,AFAP1L1,DIS_001,CTX_001,0.178,0.6082,1.100889,1.0,1.0,0.0,2.255302,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8083,SDHD,DIS_001,CTX_001,0.178,0.5821,0.585045,1.0,1.0,0.0,4.173439,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0096,RERE,DIS_001,CTX_001,0.178,0.5901,0.743621,1.0,1.0,0.0,3.580961,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0563,PLPP3,DIS_001,CTX_001,0.178,0.5726,0.397815,1.0,1.0,0.0,4.866016,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0286,FCN3,DIS_001,CTX_001,0.178,0.5709,0.364587,1.0,1.0,0.0,4.987681,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11240,CFDP1,DIS_001,CTX_001,0.178,0.6032,1.004201,1.0,1.0,0.0,2.603656,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3733,MAP9,DIS_001,CTX_001,0.178,0.6325,1.584766,1.0,1.0,0.0,0.441946,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12417,DDRGK1,DIS_001,CTX_001,0.178,0.5846,0.635495,1.0,1.0,0.0,3.973985,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0845,POLR3GL,DIS_001,CTX_001,0.1779,0.6019,0.978359,1.0,1.0,0.0,2.696811,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4369,DOCK2,DIS_001,CTX_001,0.1779,0.6062,1.065955,1.0,1.0,0.0,2.365073,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8986,YAF2,DIS_001,CTX_001,0.1779,0.6092,1.126496,1.0,1.0,0.0,2.136115,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4411,LMAN2,DIS_001,CTX_001,0.1779,0.5702,0.352193,1.0,1.0,0.0,5.01826,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4021,ZBED3,DIS_001,CTX_001,0.1779,0.5924,0.792558,1.0,1.0,0.0,3.378319,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4342,CYFIP2,DIS_001,CTX_001,0.1779,0.584,0.626413,1.0,1.0,0.0,3.993514,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11552,ALKBH5,DIS_001,CTX_001,0.1779,0.5797,0.542356,1.0,1.0,0.0,4.305166,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7960,MOGAT2,DIS_001,CTX_001,0.1779,0.5689,0.327558,1.0,1.0,0.0,5.104004,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1741,CCT4,DIS_001,CTX_001,0.1779,0.5855,0.656271,1.0,1.0,0.0,3.879946,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_14144,SHANK3,DIS_001,CTX_001,0.1779,0.5952,0.848263,1.0,1.0,0.0,3.165072,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7817,LTBP3,DIS_001,CTX_001,0.1779,0.5775,0.499685,1.0,1.0,0.0,4.459855,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12750,SOX18,DIS_001,CTX_001,0.1779,0.6095,1.133075,1.0,1.0,0.0,2.101636,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2504,IQSEC1,DIS_001,CTX_001,0.1778,0.5731,0.411455,1.0,1.0,0.0,4.785605,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6617,DECR1,DIS_001,CTX_001,0.1778,0.5632,0.216644,1.0,1.0,0.0,5.508651,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0100,H6PD,DIS_001,CTX_001,0.1778,0.5663,0.27709,1.0,1.0,0.0,5.281942,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1434,GALNT2,DIS_001,CTX_001,0.1778,0.5689,0.329566,1.0,1.0,0.0,5.085083,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4138,ALDH7A1,DIS_001,CTX_001,0.1778,0.5656,0.265073,1.0,1.0,0.0,5.325138,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3160,ZMAT3,DIS_001,CTX_001,0.1778,0.6044,1.034347,1.0,1.0,0.0,2.460999,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5044,ECHDC1,DIS_001,CTX_001,0.1778,0.5857,0.664116,1.0,1.0,0.0,3.83379,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8023,AMOTL1,DIS_001,CTX_001,0.1778,0.585,0.650087,1.0,1.0,0.0,3.885534,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8875,CLEC1B,DIS_001,CTX_001,0.1778,0.5917,0.783643,1.0,1.0,0.0,3.388134,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2076,PRPF40A,DIS_001,CTX_001,0.1778,0.5892,0.734251,1.0,1.0,0.0,3.570209,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0930,S100A14,DIS_001,CTX_001,0.1778,0.6133,1.211321,1.0,1.0,0.0,1.79262,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1288,GOLT1A,DIS_001,CTX_001,0.1778,0.5911,0.771586,1.0,1.0,0.0,3.428761,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9090,PCBP2,DIS_001,CTX_001,0.1777,0.5687,0.328663,1.0,1.0,0.0,5.074195,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11685,GGNBP2,DIS_001,CTX_001,0.1777,0.5916,0.781903,1.0,1.0,0.0,3.384156,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7536,NUCB2,DIS_001,CTX_001,0.1777,0.5834,0.619345,1.0,1.0,0.0,3.988818,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3807,KLKB1,DIS_001,CTX_001,0.1777,0.5627,0.20971,1.0,1.0,0.0,5.513035,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8923,SLCO1B3,DIS_001,CTX_001,0.1777,0.5831,0.614544,1.0,1.0,0.0,4.005475,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3621,HADH,DIS_001,CTX_001,0.1777,0.5665,0.284919,1.0,1.0,0.0,5.231483,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10934,KDM8,DIS_001,CTX_001,0.1777,0.5835,0.622305,1.0,1.0,0.0,3.970862,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13876,MIF,DIS_001,CTX_001,0.1777,0.5933,0.818335,1.0,1.0,0.0,3.239676,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9922,MGAT2,DIS_001,CTX_001,0.1777,0.593,0.812323,1.0,1.0,0.0,3.261731,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5952,USP9X,DIS_001,CTX_001,0.1777,0.5693,0.341114,1.0,1.0,0.0,5.015777,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0944,JTB,DIS_001,CTX_001,0.1777,0.5789,0.532139,1.0,1.0,0.0,4.303447,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0229,HMGCL,DIS_001,CTX_001,0.1777,0.5674,0.304663,1.0,1.0,0.0,5.15012,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4016,F2RL2,DIS_001,CTX_001,0.1777,0.6184,1.314748,1.0,1.0,0.0,1.389589,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8656,ATP5MK,DIS_001,CTX_001,0.1777,0.5846,0.646453,1.0,1.0,0.0,3.876101,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5958,MAOB,DIS_001,CTX_001,0.1777,0.5573,0.103932,1.0,1.0,0.0,5.894276,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6084,NONO,DIS_001,CTX_001,0.1777,0.5716,0.388158,1.0,1.0,0.0,4.836106,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3906,RIMOC1,DIS_001,CTX_001,0.1777,0.5977,0.906278,1.0,1.0,0.0,2.907162,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12057,MYO15B,DIS_001,CTX_001,0.1777,0.6197,1.34205,1.0,1.0,0.0,1.283142,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0038,ATAD3B,DIS_001,CTX_001,0.1777,0.6261,1.469497,1.0,1.0,0.0,0.807236,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9271,BTG1,DIS_001,CTX_001,0.1776,0.5794,0.544142,1.0,1.0,0.0,4.250995,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12437,CDS2,DIS_001,CTX_001,0.1776,0.5825,0.604307,1.0,1.0,0.0,4.026823,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8954,PPFIBP1,DIS_001,CTX_001,0.1776,0.5887,0.727507,1.0,1.0,0.0,3.56815,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11427,PITPNM3,DIS_001,CTX_001,0.1776,0.6018,0.988469,1.0,1.0,0.0,2.596251,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5046,PTPRK,DIS_001,CTX_001,0.1776,0.5779,0.514573,1.0,1.0,0.0,4.35881,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11437,SLC16A11,DIS_001,CTX_001,0.1776,0.613,1.209326,1.0,1.0,0.0,1.770993,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1118,CREG1,DIS_001,CTX_001,0.1776,0.5671,0.30041,1.0,1.0,0.0,5.151291,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9970,PELI2,DIS_001,CTX_001,0.1776,0.615,1.249972,1.0,1.0,0.0,1.616176,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7004,CEP78,DIS_001,CTX_001,0.1776,0.6099,1.148732,1.0,1.0,0.0,1.992821,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8332,KIF5B,DIS_001,CTX_001,0.1776,0.5889,0.732839,1.0,1.0,0.0,3.540119,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5427,TMEM248,DIS_001,CTX_001,0.1776,0.5762,0.481365,1.0,1.0,0.0,4.475771,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0604,GADD45A,DIS_001,CTX_001,0.1776,0.5846,0.647595,1.0,1.0,0.0,3.854445,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4121,SEMA6A,DIS_001,CTX_001,0.1776,0.5993,0.940702,1.0,1.0,0.0,2.762529,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2643,FYCO1,DIS_001,CTX_001,0.1776,0.588,0.716868,1.0,1.0,0.0,3.59473,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6767,GSDMD,DIS_001,CTX_001,0.1776,0.5835,0.628672,1.0,1.0,0.0,3.916997,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13332,EIF3K,DIS_001,CTX_001,0.1776,0.5791,0.541817,1.0,1.0,0.0,4.239983,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5538,SLC25A13,DIS_001,CTX_001,0.1776,0.5664,0.288648,1.0,1.0,0.0,5.181648,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8210,ST14,DIS_001,CTX_001,0.1775,0.6074,1.1028,1.0,1.0,0.0,2.150078,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11232,GLG1,DIS_001,CTX_001,0.1775,0.5747,0.454747,1.0,1.0,0.0,4.560355,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2294,XRCC5,DIS_001,CTX_001,0.1775,0.5627,0.217093,1.0,1.0,0.0,5.440422,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
